Bug-ID,Project,Classification,Summary,Description,Link,Enviroment,llm_pred,Explanation
158203,EPF,Other,Persistency bug: processes store from href for selected Steps,"It write tags like these. I.e. whenever a task is renamed or moved the process will be broken: <selectedSteps href=""../../tasks/find_and_outline_requirements.xmi#_fDbgkCY-EdqNHcQ-rAojXw""/>",https://bugs.eclipse.org/bugs/show_bug.cgi?id=158203,ECLIPSE,Other,"The bug report describes an issue with how process steps are stored and referenced, leading to broken processes when tasks are renamed or moved. This indicates a problem with the application's data persistence logic rather than a configuration issue."
5281,JDT,Other,Step into resumes instead,Build 20011025 Runtime JRE: J9 10/15/2001 1. Create the following CU in default package: Y.java ------ public class Y { Y indexManager,5281,ECLIPSE,Other,"The bug report describes an issue with stepping into code during debugging, which is likely a code defect or debugger issue rather than a configuration problem. It doesn't mention any configuration files, settings, or deployment issues."
275079,M2T,Other,Fix bugs in Xtend / Xpand middleend related to changes in MWE,Created attachment 134534 [details] Fixes all compile issues due to MWE changes Due to some changes in MWE the Xpand and Xtend middleend and their related unit tests need to be modified to adhere to the changes in MWE and the Xpand frontend (changes in WorkflowContextDefaultImpl and AbstractExpressionsUsingWorkflowComponent),https://bugs.eclipse.org/bugs/show_bug.cgi?id=275079,ECLIPSE,Other,The bug report describes code changes required due to modifications in MWE (Model Workflow Engine). It involves adapting the Xpand and Xtend middleend components to align with changes in MWE's workflow context and expression handling. This indicates a code adaptation issue rather than a configuration problem.
232028,OCL,Other,Bug in OperationCallExpOperations.checkArgumentsConform restriction,"OperationCallExpOperations.checkArgumentsConform restriction should not use the Environment for introspection. Checking all the arguments of the OperationCallExp with all the parameters of the referredOperation should be done instead. I have tried to workaround the patch, but I was pwned when I tried to get the parameters of the referred operation, the generic PM is not in the API for the method. I suppose that adding it freely is not the way (API change).... Â¿ more ideas ? Cheers, Adolfo.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=232028,ECLIPSE,Other,"The bug report describes a defect in the `OperationCallExpOperations.checkArgumentsConform` restriction, indicating a problem with the code's logic rather than a configuration issue. The description focuses on how the arguments of an operation call are checked against the parameters of the referred operation, suggesting a code-level bug."
58845,Platform,Other,[Viewers] Error while debugging but no log,"I was debugging an IllegalArgumentException. I clicked on one of the traceback lines after the breakpoint was hit and got a dialog informing me that an error occurred and that I should see the log for details but the log was empty. After this, the debuuger no longer opens files (i.e. it still stps at breakpoints but I can't look at the source). I am using Eclipe build I20040413 and IBM VM build 1.4.1, J2RE 1.4.1 IBM build cxia321411-20040301.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=58845,ECLIPSE,Configuration,"The bug report mentions specific versions of Eclipse and IBM VM, suggesting the issue might be related to the configuration or compatibility of these components. The problem arises during debugging, potentially due to environment settings or interactions between the IDE and the VM."
14291,Platform,Other,NullPointerException in OpenWithMenu.fill(),"We've found a case where the OpenWithMenu fails and causes a NullPointerException that is not caught. This defect was found on M5, and is critical because you can no longer access the actions on the rest of the popup menu, which may not be available anywhere else. The problem can be reproduced with the following steps: 1) Start Eclipse and use the Open With menu in the Navigator to open a file with a non-default editor. 2) Shutdown. 3) Do something to change the editor that you used. Some possibilities: a) Remove the extension point. b) Change the id. c) Remove the plugin. All of these things can occur when migrating between two versions of an Eclipse based product, or when using the same workspace with two products, etc. 4) Reopen Eclipse and right-click on the same file. Only the first few items in the menu will be visible in the menu, and the last item, the Open With menu, is empty. An internal error occurs and a dialog will show you an exception in OpenWithMenu.fill(). The place where the code fails is shown below. When the preferred editor no longer exists, the preferredEditor variable is null and causes a NullPointerException as shown. Further below is the stack trace. ------------------- Code Snippet ------------------- /* (non-Javadoc) * Fills the menu with perspective items. */ public void fill(Menu menu, int index) { IFile file = getFileResource()",14291,ECLIPSE,Configuration,"The bug report describes a NullPointerException caused by a missing preferred editor, which is a configuration issue related to how Eclipse handles editor associations and extension points. The steps to reproduce involve changing or removing editor configurations, indicating a problem with configuration management rather than a code defect."
16854,Platform,Other,NPE in OleEditor,Windows 2000 Eclipse F1 Noticed many of these entries in my .log. Not sure how to reproduce it. !MESSAGE Problems occurred when invoking code from plug-in: org.eclipse.core.resources. !STACK 0 java.lang.NullPointerException at org.eclipse.ui.internal.editorsupport.win32.OleEditor$1.resourceChanged (OleEditor.java:47) at org.eclipse.core.internal.events.NotificationManager$1.run (NotificationManager.java:128) at org.eclipse.core.internal.runtime.InternalPlatform.run (InternalPlatform.java(Compiled Code)) at org.eclipse.core.runtime.Platform.run(Platform.java(Compiled Code)) at org.eclipse.core.internal.events.NotificationManager.notify (NotificationManager.java:143) at org.eclipse.core.internal.events.NotificationManager.deleting (NotificationManager.java:94) at org.eclipse.core.internal.resources.Workspace.deleting (Workspace.java:673) at org.eclipse.core.internal.resources.Resource.delete (Resource.java:440) at org.eclipse.core.internal.resources.Project.delete(Project.java:293) at org.eclipse.ui.actions.DeleteResourceAction.delete (DeleteResourceAction.java:272) at org.eclipse.ui.actions.DeleteResourceAction.delete (DeleteResourceAction.java:259) at org.eclipse.ui.actions.DeleteResourceAction$2.execute (DeleteResourceAction.java:351) at org.eclipse.ui.actions.WorkspaceModifyOperation$1.run (WorkspaceModifyOperation.java:64) at org.eclipse.core.internal.resources.Workspace.run (Workspace.java:1361) at org.eclipse.ui.actions.WorkspaceModifyOperation.run (WorkspaceModifyOperation.java:78) at org.eclipse.jface.operation.ModalContext$ModalContextThread.run (ModalContext.java:98),16854,ECLIPSE,Other,"The bug report describes a NullPointerException in the OleEditor, which appears to be a code defect rather than a configuration issue. The stack trace points to a problem within the code related to resource management and event handling, not a misconfiguration of the environment or settings."
17981,Platform,Other,Cycle Actions do not work in German,"The Ctrl+F6,F7 and F8 do not work in German. Ctrl+F6 and Ctrl+F7 work sometimes and Ctrl+F8 never works. I suspect it is because the accelerators are never explicitly set.",17981,ECLIPSE,Configuration,"The bug report describes an issue with keyboard shortcuts (accelerators) not working correctly in the German locale. This suggests a configuration problem related to keyboard mappings or locale-specific settings, rather than a code defect."
20474,Platform,Other,[Dialogs] SelectionDialog should not return an initial selection of null,F3 The JavaDoc for SelectionDialog.getInitialSelection does not state that null is a valid return value. If we think that clients are acutally using the null case to avoid performing some real work then we should fix the javadoc. Otherwise we should an empty list.,20474,ECLIPSE,Other,The bug report describes an issue with the return value of a method (getInitialSelection) in the SelectionDialog class. It suggests either updating the JavaDoc or returning an empty list instead of null. This is more related to code behavior and API design than a configuration issue.
21981,Platform,Other,NPE in TitleAreaDialog - Can't create a Java class.,2.0 + UI HEAD stream. Create a java project Create a java class (clicking in the boolbar). Will get the following NPE java.lang.NullPointerException at org.eclipse.jface.dialogs.TitleAreaDialog.updateMessage (TitleAreaDialog.java:520) at org.eclipse.jface.dialogs.TitleAreaDialog.showMessage (TitleAreaDialog.java:505) at org.eclipse.jface.dialogs.TitleAreaDialog.setMessage (TitleAreaDialog.java:488) at org.eclipse.jface.dialogs.TitleAreaDialog.setMessage (TitleAreaDialog.java:447) at org.eclipse.jface.wizard.WizardDialog.updateMessage (WizardDialog.java:1006) at org.eclipse.jface.wizard.WizardPage.setMessage(WizardPage.java:246) at org.eclipse.jface.dialogs.DialogPage.setMessage(DialogPage.java:348) at org.eclipse.jdt.internal.ui.dialogs.StatusUtil.applyToStatusLine (StatusUtil.java:70) at org.eclipse.jdt.ui.wizards.NewElementWizardPage.updateStatus (NewElementWizardPage.java:69) at org.eclipse.jdt.ui.wizards.NewElementWizardPage.setVisible (NewElementWizardPage.java:57) at org.eclipse.jdt.ui.wizards.NewClassWizardPage.setVisible (NewClassWizardPage.java:177) at org.eclipse.jface.wizard.WizardDialog.showStartingPage (WizardDialog.java:912) at org.eclipse.jface.wizard.WizardDialog.createContents (WizardDialog.java:459) at org.eclipse.jface.window.Window.create(Window.java:277) at org.eclipse.jdt.internal.ui.wizards.AbstractOpenWizardAction.run (AbstractOpenWizardAction.java:150) at org.eclipse.jdt.internal.ui.wizards.AbstractOpenWizardAction.run (AbstractOpenWizardAction.java:170) at org.eclipse.ui.internal.PluginAction.runWithEvent (PluginAction.java:210) at org.eclipse.ui.internal.WWinPluginAction.runWithEvent (WWinPluginAction.java:175) at org.eclipse.jface.action.ActionContributionItem.handleWidgetSelection (ActionContributionItem.java:407) at org.eclipse.jface.action.ActionContributionItem.handleWidgetEvent (ActionContributionItem.java:361) at org.eclipse.jface.action.ActionContributionItem.access$0 (ActionContributionItem.java:352) at org.eclipse.jface.action.ActionContributionItem$ActionListener.handleEvent (ActionContributionItem.java:47) at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java (Compiled Code)) at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:827) at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java (Compiled Code)) at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java (Compiled Code)) at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java (Compiled Code)) at org.eclipse.ui.internal.Workbench.run(Workbench.java:1179) at org.eclipse.core.internal.boot.InternalBootLoader.run (InternalBootLoader.java:775) at org.eclipse.core.boot.BootLoader.run(BootLoader.java:432) at EclipseRuntimeLauncher.main(EclipseRuntimeLauncher.java:24),21981,ECLIPSE,Other,"The bug report describes a NullPointerException (NPE) occurring during the creation of a Java class within the Eclipse IDE. The stack trace indicates that the error originates from within the JFace dialogs and wizard classes, specifically related to updating and displaying messages. This suggests a code defect rather than a configuration issue, as the problem arises from how the UI components are handling null values during the wizard's execution."
28638,Platform,Other,[Preferences] Import Preferences: Crashes on eclipse,"Eclipse 20021217 RH 7.3, KDE I changed the dialog font via Window>Preferences>Workbench>Font to be a bold font. Exited all preference pages and then verified the changes by going to the Editors preference page (Window>Preferences>Workbench>Editors). I then attempted to import the attached preferences via the import button. Eclipse crashes. No entries in the log, but a javacore (attached) is produced. Only occurs on linux-motif. See also bug 28637 for a different error that occurred on Windows-XP. I also saw these messages on linux, but was not sure if it was my GTK or MOTIF eclipse, or what actions had lead to this.",28638,ECLIPSE,Configuration,"The bug report describes a crash in Eclipse when importing preferences, which are configuration settings. The issue is triggered by specific font settings and occurs on a particular platform (Linux-Motif), indicating a configuration-related problem rather than a code defect."
270739,Smila,Other,[BUG: BinaryStorage Access] since rev300 BinaryStorage can not Access some files (see bug 269967),"started reproducable since rev 300 Log Message was: fix for bug 269967: Listener (Process) Task result is not processed in following Task: reworked patch proposed by Andreas Weber to less intrusive API changes. Andreas has confirmed that this one solves his problem. too. https://bugs.eclipse.org/bugs/show_bug.cgi?id=269967 Error Message: reproducable with every Version since rev 300, start Crawling and you will get in the majority of the cases some Exceptions org.eclipse.smila.blackboard.BlackboardAccessException: java.io.FileNotFoundException: File 'C:\Users\svoigt\Desktop\SMILA-incubation-win32.win32.x86-300\workspace\.metadata\.plugins\org.eclipse.smila.binarystorage.impl\storage\a8\bb\b7\55\a8bbb755b9276f33ba3d9f1eced30af388b57a8f91fc529e173c58a0da4c1c' does not exist at org.eclipse.smila.blackboard.impl.BlackboardServiceImpl.getAttachment(BlackboardServiceImpl.java:715) at org.eclipse.smila.search.lucene.index.IndexConnection.recordToDocument(IndexConnection.java:400) at org.eclipse.smila.search.lucene.index.IndexConnection.learnDocument(IndexConnection.java:310) at org.eclipse.smila.lucene.LuceneIndexService.addRecord(LuceneIndexService.java:234) at org.eclipse.smila.lucene.LuceneIndexService.process(LuceneIndexService.java:172) at org.eclipse.smila.processing.bpel.ProcessingServiceManager.doInvoke(ProcessingServiceManager.java:142) at org.eclipse.smila.processing.bpel.ExtensionManager.invokeAdapter(ExtensionManager.java:228) at org.eclipse.smila.processing.bpel.ExtensionManager.invokeActivity(ExtensionManager.java:164) at org.eclipse.smila.processing.bpel.SMILAExtensionBundle$InvokeServiceActivity.run(SMILAExtensionBundle.java:126) at org.eclipse.smila.processing.bpel.SMILAExtensionBundle$InvokeServiceActivity.run(SMILAExtensionBundle.java:138) at org.apache.ode.bpel.rtrep.v2.EXTENSIONACTIVITY.run(EXTENSIONACTIVITY.java:62) at sun.reflect.GeneratedMethodAccessor74.invoke(Unknown Source) at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) at java.lang.reflect.Method.invoke(Unknown Source) at org.apache.ode.jacob.vpu.JacobVPU$JacobThreadImpl.run(JacobVPU.java:451) at org.apache.ode.jacob.vpu.JacobVPU.execute(JacobVPU.java:139) at org.apache.ode.bpel.rtrep.v2.RuntimeInstanceImpl.execute(RuntimeInstanceImpl.java:639) at org.apache.ode.bpel.engine.BpelRuntimeContextImpl.execute(BpelRuntimeContextImpl.java:593) at org.apache.ode.bpel.engine.BpelRuntimeContextImpl.executeCreateInstance(BpelRuntimeContextImpl.java:581) at org.apache.ode.bpel.engine.ODEProcess.executeCreateInstance(ODEProcess.java:373) at org.apache.ode.bpel.engine.ODEProcess$2.call(ODEProcess.java:295) at org.apache.ode.bpel.engine.ODEProcess$2.call(ODEProcess.java:294) at org.apache.ode.bpel.engine.ODEProcess$ProcessCallable.call(ODEProcess.java:1206) at org.apache.ode.bpel.engine.BpelInstanceWorker.doInstanceWork(BpelInstanceWorker.java:174) at org.apache.ode.bpel.engine.BpelInstanceWorker.execInCurrentThread(BpelInstanceWorker.java:108) at org.apache.ode.bpel.engine.ODEProcess.doInstanceWork(ODEProcess.java:487) at org.apache.ode.bpel.engine.ODEProcess.invokeProcess(ODEProcess.java:293) at org.apache.ode.bpel.engine.MyRoleMessageExchangeImpl.doInvoke(MyRoleMessageExchangeImpl.java:122) at org.apache.ode.bpel.engine.UnreliableMyRoleMessageExchangeImpl$1.call(UnreliableMyRoleMessageExchangeImpl.java:44) at org.apache.ode.bpel.engine.UnreliableMyRoleMessageExchangeImpl$1.call(UnreliableMyRoleMessageExchangeImpl.java:43) at org.apache.ode.bpel.engine.ODEProcess$ProcessCallable.call(ODEProcess.java:1206) at org.apache.ode.bpel.engine.Contexts.execTransaction(Contexts.java:106) at org.apache.ode.bpel.engine.BpelServerImpl$TransactedCallable.call(BpelServerImpl.java:968) at org.apache.ode.bpel.engine.BpelServerImpl$ServerCallable.call(BpelServerImpl.java:948) at java.util.concurrent.FutureTask$Sync.innerRun(Unknown Source) at java.util.concurrent.FutureTask.run(Unknown Source) at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(Unknown Source) at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source) at java.lang.Thread.run(Unknown Source)",https://bugs.eclipse.org/bugs/show_bug.cgi?id=270739,ECLIPSE,Configuration,"The bug report indicates a 'FileNotFoundException' when accessing files in the binary storage, suggesting a configuration issue related to file paths or storage locations. The error message points to a specific path within the SMILA installation, implying a problem with how the system is configured to locate or access these files."
144342,WTP Common Tools,Other,[emfworkbench] SetCommand created by ModelModifier causes NPE when unset feature,"The following code snippet will cause NullPointerException: helper = new ModifierHelper(getMainSectionExtensionsOwnerProvider(), feature, null)",https://bugs.eclipse.org/bugs/show_bug.cgi?id=144342,ECLIPSE,Other,"The bug report describes a NullPointerException caused by a specific code snippet. It doesn't mention any configuration files, environment variables, or deployment settings. The issue seems to be related to a code defect rather than a configuration problem."
295437,WTP Incubator,Other,XQDT SF BUG#2883207: two dashes in an element,"two dashes are marked as error ""mismatched character ' ' expecting '>'"" within a direct element construter with some computed content (see example). That should be allowed, or am I wrong here? example: -------------------------- <displayname>Jane Doe {""""} -- </displayname> --------------------------",https://bugs.eclipse.org/bugs/show_bug.cgi?id=295437,ECLIPSE,Other,"The bug report describes an error in parsing XML content within a specific tool (XQDT). The issue is related to how the tool interprets double dashes within an element, which suggests a problem with the tool's parsing logic rather than a configuration issue. It seems to be a code defect."
128491,WTP Java EE Tools,Other,[emfworkbench] ResourceSetWorkBenchEditSynchronizer releasing projecgt resource when it shouldn't,"Using WTP 1.5 build I200602091958 Problem: When you have more than one listener for the PRE_DELETE change event of a Project, the processing should not be order dependent (i.e. one listener should not perform processing for the PRE_DELETE that prevents the other one from working). An example is when a Connector Project is being deleted. There are two listeners: org.eclipse.wst.common.internal.emfworkbench.integration.ResourceSetWorkBenchEditSynchronizer and ConnectorChangeListener. The ResourceSetWorkBenchEditSynchronizer sets the isReleasing flag to true, which means the ConnectorProject can no longer be instantiated. This prevents the ConnectorChangeListener to process its pre delete function. The ConnectorChangeListener instantiates the ConnectorProject to read some values from its deployment descriptor, which allows it to properly clean up its registry. The call stack where it now fails is: ArtifactEditModel(EditModel).getResource(URI) line 683 ArtifactEditModel.getResource(URI) line 173 ConnectorArtifactEdit.getDeploymentDescriptorResource() line 128 ConnectorArtifactEdit.getDeploymentDescriptorRoot() line 142 ConnectorArtifactEdit.getConnector() line 339 This code returns null when trying to instantiate the ConnectorProject res = WorkbenchResourceHelper.getOrCreateResource(aUri, getResourceSet())",https://bugs.eclipse.org/bugs/show_bug.cgi?id=128491,ECLIPSE,Other,"The bug report describes an issue where the order of execution of listeners for a project deletion event causes a failure. While it involves components like ResourceSetWorkBenchEditSynchronizer, the core issue is not a misconfiguration but rather a design flaw in how these listeners interact and the order in which they are executed. It's more of a code-level dependency problem than a configuration problem."
123595,WTP Source Editing,Other,Opening xml from jar causes exception.,java.lang.NullPointerException at org.eclipse.wst.xml.ui.internal.validation.DelegatingSourceValidator.validate(DelegatingSourceValidator.java:178) at org.eclipse.wst.sse.ui.internal.reconcile.validator.ReconcileStepForValidator.validate(ReconcileStepForValidator.java:221) at org.eclipse.wst.sse.ui.internal.reconcile.validator.ReconcileStepForValidator.reconcileModel(ReconcileStepForValidator.java:188) at org.eclipse.jface.text.reconciler.AbstractReconcileStep.reconcile(AbstractReconcileStep.java:96) at org.eclipse.wst.sse.ui.internal.reconcile.validator.ValidatorStrategy.reconcile(ValidatorStrategy.java:176) at org.eclipse.wst.sse.ui.internal.reconcile.StructuredRegionProcessor.process(StructuredRegionProcessor.java:175) at org.eclipse.wst.sse.ui.internal.reconcile.DirtyRegionProcessor.run(DirtyRegionProcessor.java:412) at org.eclipse.core.internal.jobs.Worker.run(Worker.java:76),https://bugs.eclipse.org/bugs/show_bug.cgi?id=123595,ECLIPSE,Other,"The bug report describes a NullPointerException during XML validation, which is likely a code defect rather than a configuration issue. The stack trace points to specific classes and methods within the XML validation process, indicating a problem in the code's logic or handling of XML files from JARs."
221164,WTP Webservices,Other,Nullpointer Exception from WSDLNewFileOptionsPage,"Build ID: I20080207-1530 Steps To Reproduce: We call org.eclipse.wst.wsdl.ui.internal.wizards.NewWSDLWizard to create new wsdl file on a diagram. In order to get the newly created definition from the wizard in eclipse 3.3 we used to extend WSDLNewFileOptionsPage in our NewVizWSDLWizard which itself extended from org.eclipse.wst.wsdl.ui.internal.wizards.NewWSDLWizard. But in the latest build we get a null pointer exception. Thread [main] (Suspended (exception NullPointerException)) WSDLNewFileOptionsPage.modifyText(ModifyEvent) line: 304 TypedListener.handleEvent(Event) line: 166 EventTable.sendEvent(Event) line: 84 Combo(Widget).sendEvent(Event) line: 982 Combo(Widget).sendEvent(int, Event, boolean) line: 1006 Combo(Widget).sendEvent(int) line: 987 Combo.select(int) line: 1388 WSDLNewFileOptionsPage.createControl(Composite) line: 208 NewVizWSDLWizard(Wizard).createPageControls(Composite) line: 170 NewVizWSDLWizard.createPageControls(Composite) line: 450 WizardDialog.createPageControls() line: 669 -------------------------------------- exception is because of the generator is null here. The better solution and simple is to allow the caller to hold of the newly created file adding method: class org.eclipse.wst.wsdl.ui.internal.wizards.NewWSDLWizard .... public IFile getDenitionFile(){ return defFile",https://bugs.eclipse.org/bugs/show_bug.cgi?id=221164,ECLIPSE,Other,"The bug report describes a NullPointerException occurring within the WSDLNewFileOptionsPage class during the creation of a new WSDL file. The exception is due to a null generator, indicating a code defect rather than a configuration issue. The suggested solution involves modifying the NewWSDLWizard class to allow the caller to access the newly created file, further suggesting a code-related problem."
103065,WTP Webservices,Other,WSExplorer does not show any input field in the form view,"I tried the regular Echo and AddressBook wsdl, Allan was also able to reproduce this with the TemperatureService wsdl. The WS Explorer reads the wsdl ok (at least showing the right endpoint address and binding). When clicking on the method, the form view does not display any input fields at all.",103065,ECLIPSE,Other,"The bug report describes a problem with the WSExplorer in Eclipse not displaying input fields, which suggests a potential issue with how the tool parses WSDL files or renders the UI, rather than a configuration problem. It's more likely a code defect or parsing error within the WSExplorer component itself."
387787,Xtend,Other,Xtend debugging intermittently stops working,"When stepping through the actual .xtend classes with Eclipse Juno, the debugger suddenly stopped working. It would neither trip on new breakpoints nor stop on ones that it previously stopped. None of the usual 'Eclipse Dance' (cleaning, clearing the projects and restarting Eclipse, etc...) gave any relief. Eventually, it just started working again. I have not been able to reproduce this since then, but the same behavior was reported by one of my teammates. We had an idea that it may have had something to do with trace files being out of sync.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=387787,ECLIPSE,Other,"The bug report describes an intermittent issue with the debugger in Eclipse, potentially related to trace files being out of sync. While it mentions a possible connection to trace files, it doesn't explicitly point to a configuration problem. The issue seems more related to the debugger's functionality or synchronization issues rather than a misconfiguration."
64121,z_Archived,Other,Renaming project with VE open crashes Eclipse,"When launching a new perfmon trace, if a remote registry is specified (NOTE: remote registry host, NOT remote RAC host), the perfmon agent fails to get the counters from the remote registry - leaving a tree containing only the 'Perfmon Controls' node. So far we have found that this happens with the following builds: 3.0.0_20040525_1708 3.0.0_20040519_0922 3.0.0_20040518_1016 One curiosity here is that if we get the latest code from CVS and build it from scratch using the .dsw and .dsp files everything seems to work ok. So on the face of it it may be a build problem.",64121,ECLIPSE,Configuration,"The bug report mentions issues with accessing a remote registry, which is a configuration setting. The problem seems to stem from how the perfmon agent is configured to retrieve counters from the remote registry, rather than a code defect. The fact that building from source resolves the issue suggests a problem with the build configuration or environment."
477459,Bugzilla,Other,"buglist.cgi crashes for logged out users if the ""Reporter"" column is displayed","On landfill, if the Reporter column is displayed while I'm logged out, buglist.cgi crashes: http://landfill.bugzilla.org/bugzilla-tip-pg/buglist.cgi?quicksearch=%40myk DBD::Pg::st execute failed: ERROR: column ""map_reporter.login_name"" must appear in the GROUP BY clause or be used in an aggregate function [for Statement ""SELECT bugs.bug_id, bugs.bug_severity, bugs.priority, bugs.bug_status, bugs.resolution, SUBSTRING(map_assigned_to.login_name FROM 1 FOR POSITION('@' IN map_assigned_to.login_name) - 1), bugs.bug_status, bugs.resolution, map_products.name, bugs.short_desc, SUBSTRING(map_reporter.login_name FROM 1 FOR POSITION('@' IN map_reporter.login_name) - 1), map_assigned_to.login_name FROM bugs INNER JOIN profiles AS map_assigned_to ON (bugs.assigned_to = map_assigned_to.userid) INNER JOIN profiles AS map_reporter ON (bugs.reporter = map_reporter.userid) INNER JOIN products AS map_products ON (bugs.product_id = map_products.id) LEFT JOIN bug_status ON (bug_status.value = bugs.bug_status) LEFT JOIN priority ON (priority.value = bugs.priority) LEFT JOIN bug_group_map ON bug_group_map.bug_id = bugs.bug_id WHERE (( bugs.bug_status IN ('REOPENED','NEW','ASSIGNED','UNCONFIRMED') )) AND ((bugs.assigned_to IN (SELECT userid FROM profiles WHERE POSITION(LOWER('myk') IN LOWER(profiles.login_name)) > 0))) AND bugs.creation_ts IS NOT NULL AND ((bug_group_map.group_id IS NULL)) GROUP BY bugs.bug_id, bugs.bug_severity, bugs.priority, bugs.bug_status, bugs.resolution, map_products.name, bugs.short_desc, map_assigned_to.login_name, bug_status.sortkey, bug_status.value, priority.sortkey, priority.value ORDER BY bug_status.sortkey,bug_status.value,priority.sortkey,priority.value,map_assigned_to.login_name,bugs.bug_id""] at /var/www/html/bugzilla-tip-pg/buglist.cgi line 1077 On my test installation, the error message mentions ""map_assigned_to.login_name"". I guess one would get the same error message if the QA contact column was displayed. Also, even if you don't display the Reporter column, you still get the following error message (appears only every other time): ""The custom sort order specified in your cookie contains an invalid column name map_assigned_to.login_name. The cookie has been cleared."" This error is only displayed for logged out users. So I'm pretty sure that's a regression due to bug 219021.",https://bugzilla.mozilla.org/show_bug.cgi?id=477459,MOZILLA,Configuration,"The bug report indicates a crash in buglist.cgi due to an SQL error related to column selection and grouping when the 'Reporter' column is displayed for logged-out users. The error message mentions 'column ""map_reporter.login_name"" must appear in the GROUP BY clause'. This suggests a configuration issue in how the bug list is generated based on user authentication status and displayed columns, rather than a code defect."
159566,Bugzilla,Other,review: list/list.html.tmpl: Error in hash initialisation; v1: move '}' one line down and add a comma.,"Tobias Burnus <burnus@gmx.de> has requested review for bug #159565: list/list.html.tmpl: Error in hash initialisation, attachment #92921 [details] [diff] [review]: v1: move '}' one line down and add a comma.. http://bugzilla.mozilla.org/attachment.cgi?id=92921&action=edit",159566,MOZILLA,Other,The bug report describes an error in a template file (list/list.html.tmpl) related to hash initialization. This is more likely a code defect in the template rather than a configuration issue.
160205,Bugzilla,Other,review: search/knob.html.tmpl: script type missing; space missing; v1: simple three-liner patch,"Tobias Burnus <burnus@gmx.de> has requested review for bug #160204: search/knob.html.tmpl: script type missing, space missing, attachment #93327 [details] [diff] [review]: v1: simple three-liner patch. http://bugzilla.mozilla.org/attachment.cgi?id=93327&action=edit Additional Comments from Requester: Please review.",160205,MOZILLA,Other,"The bug report describes a missing script type and space in an HTML template, which is more related to code quality or template correctness rather than a configuration issue. It doesn't involve configuration files, environment variables, or system settings."
16679,Core,Other,nsCookieService::GetCookieString returns NS_OK in all cases,"nsCookieService::GetCookieString returns NS_OK in all cases, regardless of whether the cookie string is found or not. I have attached a patch that fixes this bug. Could either morse or neeti review it so I can check it in? Thanks, Ed",16679,MOZILLA,Other,"The bug report describes an issue with the return value of a function (nsCookieService::GetCookieString). The provided patch suggests a code fix, indicating a code defect rather than a configuration problem."
2798,Core,Other,warnings: hiding inherited virtual functions,"Split out into a separate bug. See original bug #2715 for more details. Warning : 'nsContainerFrame::RemoveFrame(nsIFrame *)' hides inherited virtual function 'nsFrame::RemoveFrame(nsIPresContext &, nsIPresShell &, nsIAtom *, nsIFrame *)' nsContainerFrame.h line 152 }; Warning : 'nsContainerFrame::RemoveFrame(nsIFrame *)' hides inherited virtual function 'nsIFrame::RemoveFrame(nsIPresContext &, nsIPresShell &, nsIAtom *, nsIFrame *)' nsContainerFrame.h line 152 };",2798,MOZILLA,Other,"The bug report describes a warning about hiding inherited virtual functions, which is a code-level issue rather than a configuration problem. It doesn't involve configuration files, environment variables, or deployment settings."
14899,Core,Other,RDF/XML datasource Refresh() sends bad notifications,Refresh() seems to be sending bad updates if the datasource has already been loaded. I'll work up a test case. This'll cause problems for the sidebar and flash panel to no end.,14899,MOZILLA,Other,"The bug report describes an issue with the Refresh() function in the RDF/XML datasource, which seems to be sending bad updates. This appears to be a code defect rather than a configuration issue, as it relates to the internal logic of the Refresh() function and how it handles updates after the datasource has been loaded."
32559,Core,Other,Crashes every time; under Windows 98; with M14.,"Expected outcome: Should just be able to download from a link. (This CGI should work.) Okay, visiting : http://www.netscape.com/download page, and following the http://info.netscape.com/fwd/djucc2/http://cgi.netscape.com/cgi- bin/pdms_download.cgi?SYMBOL=communicator4.72-macppc- en&OS=Macintosh+PowerPC&LANGUAGE=English&PRODUCT=Communicator% 204.72&components=ON&mirror=OFF&which=client&usfree.x=1 Download link to download the latest version for the Mac causes Mozilla M14 builds to crash. I haven't checked this on the nightlies, though. Actual outcome: Mozilla crashes, everytime. Work arounds: If you right click the link, and open it in a new window, Mozilla is fine, it's just spawning the download in the current page/process that seems to be causing the problem. Summary: I think it's the event handler, but I really don't know for sure? Anyone?",32559,MOZILLA,Other,"The bug report describes a crash when downloading a file in Mozilla under specific conditions (Windows 98, M14, and a particular download link). While it mentions a potential issue with the event handler, the root cause appears to be related to how Mozilla handles the download process in the current page/process, rather than a configuration problem. The workaround (opening the link in a new window) further suggests an issue with the application's code or resource management during the download process, not a configuration error."
